"id";"kap_id";"kapitel";"tab_id";"tabelle";"jahr";"raum_id";"raum";"zei_id";"zeile";"quelle";"linktabellenkommentar";"zahl"
"012.010.2008.701.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"701";"Poll";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"630.00"
"012.010.2008.701.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"701";"Poll";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"293.00"
"012.010.2008.702.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"702";"Westhoven";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"240.00"
"012.010.2008.702.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"702";"Westhoven";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"215.00"
"012.010.2008.702.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"702";"Westhoven";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"151.00"
"012.010.2008.702.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"702";"Westhoven";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"201.00"
"012.010.2008.702.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"702";"Westhoven";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"53.00"
"012.010.2008.703.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"703";"Ensen";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"288.00"
"012.010.2008.703.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"703";"Ensen";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"355.00"
"012.010.2008.703.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"703";"Ensen";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"236.00"
"012.010.2008.703.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"703";"Ensen";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"446.00"
"012.010.2008.703.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"703";"Ensen";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"128.00"
"012.010.2008.704.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"704";"Gremberghoven";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"164.00"
"012.010.2008.704.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"704";"Gremberghoven";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"263.00"
"012.010.2008.704.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"704";"Gremberghoven";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"162.00"
"012.010.2008.704.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"704";"Gremberghoven";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"208.00"
"012.010.2008.704.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"704";"Gremberghoven";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"92.00"
"012.010.2008.705.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"705";"Eil";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"429.00"
"012.010.2008.705.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"705";"Eil";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"467.00"
"012.010.2008.705.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"705";"Eil";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"324.00"
"012.010.2008.705.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"705";"Eil";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"499.00"
"012.010.2008.705.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"705";"Eil";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"159.00"
"012.010.2008.706.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"706";"Porz";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"672.00"
"012.010.2008.706.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"706";"Porz";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"779.00"
"012.010.2008.706.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"706";"Porz";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"669.00"
"012.010.2008.706.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"706";"Porz";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1071.00"
"012.010.2008.706.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"706";"Porz";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"435.00"
"012.010.2008.707.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"707";"Urbach";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"490.00"
"012.010.2008.707.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"707";"Urbach";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"554.00"
"012.010.2008.707.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"707";"Urbach";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"407.00"
"012.010.2008.707.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"707";"Urbach";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"623.00"
"012.010.2008.707.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"707";"Urbach";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"219.00"
"012.010.2008.708.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"708";"Elsdorf";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"50.00"
"012.010.2008.708.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"708";"Elsdorf";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"53.00"
"012.010.2008.708.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"708";"Elsdorf";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"48.00"
"012.010.2008.708.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"708";"Elsdorf";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"146.00"
"012.010.2008.708.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"708";"Elsdorf";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"23.00"
"012.010.2008.709.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"709";"Grengel";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"201.00"
"012.010.2008.709.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"709";"Grengel";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"285.00"
"012.010.2008.709.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"709";"Grengel";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"201.00"
"012.010.2008.709.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"709";"Grengel";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"252.00"
"012.010.2008.709.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"709";"Grengel";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"62.00"
"012.010.2008.710.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"710";"Wahnheide";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"512.00"
"012.010.2008.710.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"710";"Wahnheide";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"468.00"
"012.010.2008.710.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"710";"Wahnheide";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"420.00"
"012.010.2008.710.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"710";"Wahnheide";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"395.00"
"012.010.2008.710.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"710";"Wahnheide";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"154.00"
"012.010.2008.711.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"711";"Wahn";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"279.00"
"012.010.2008.711.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"711";"Wahn";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"313.00"
"012.010.2008.711.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"711";"Wahn";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"201.00"
"012.010.2008.711.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"711";"Wahn";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"297.00"
"012.010.2008.711.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"711";"Wahn";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"110.00"
"012.010.2008.712.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"712";"Lind";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"224.00"
"012.010.2008.712.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"712";"Lind";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"226.00"
"012.010.2008.712.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"712";"Lind";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"254.00"
"012.010.2008.712.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"712";"Lind";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"196.00"
"012.010.2008.712.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"712";"Lind";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"38.00"
"012.010.2008.713.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"713";"Libur";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"30.00"
"012.010.2008.713.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"713";"Libur";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"37.00"
"012.010.2008.713.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"713";"Libur";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"36.00"
"012.010.2008.713.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"713";"Libur";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"59.00"
"012.010.2008.713.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"713";"Libur";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.00"
"012.010.2008.714.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"714";"Zündorf";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"478.00"
"012.010.2008.714.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"714";"Zündorf";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"417.00"
"012.010.2008.714.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"714";"Zündorf";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"333.00"
"012.010.2008.714.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"714";"Zündorf";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"484.00"
"012.010.2008.714.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"714";"Zündorf";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"256.00"
"012.010.2008.715.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"715";"Langel";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"155.00"
"012.010.2008.715.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"715";"Langel";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"88.00"
"012.010.2008.715.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"715";"Langel";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"77.00"
"012.010.2008.715.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"715";"Langel";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"117.00"
"012.010.2008.715.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"715";"Langel";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"80.00"
"012.010.2008.716.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"716";"Finkenberg";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"272.00"
"012.010.2008.716.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"716";"Finkenberg";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"353.00"
"012.010.2008.716.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"716";"Finkenberg";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"268.00"
"012.010.2008.716.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"716";"Finkenberg";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"230.00"
"012.010.2008.716.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"716";"Finkenberg";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"161.00"
"012.010.2008.801.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"801";"Humboldt/Gremberg";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"984.00"
"012.010.2008.801.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"801";"Humboldt/Gremberg";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"949.00"
"012.010.2008.801.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"801";"Humboldt/Gremberg";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"852.00"
"012.010.2008.801.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"801";"Humboldt/Gremberg";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"914.00"
"012.010.2008.801.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"801";"Humboldt/Gremberg";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"442.00"
"012.010.2008.802.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"802";"Kalk";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1902.00"
"012.010.2008.802.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"802";"Kalk";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1834.00"
"012.010.2008.802.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"802";"Kalk";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1776.00"
"012.010.2008.802.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"802";"Kalk";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1304.00"
"012.010.2008.802.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"802";"Kalk";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"650.00"
"012.010.2008.803.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"803";"Vingst";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"450.00"
"012.010.2008.803.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"803";"Vingst";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"560.00"
"012.010.2008.803.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"803";"Vingst";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"408.00"
"012.010.2008.803.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"803";"Vingst";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"922.00"
"012.010.2008.803.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"803";"Vingst";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"346.00"
"012.010.2008.804.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"804";"Höhenberg";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"770.00"
"012.010.2008.804.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"804";"Höhenberg";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"953.00"
"012.010.2008.804.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"804";"Höhenberg";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"683.00"
"012.010.2008.804.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"804";"Höhenberg";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"950.00"
"012.010.2008.804.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"804";"Höhenberg";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"364.00"
"012.010.2008.805.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"805";"Ostheim";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"464.00"
"012.010.2008.805.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"805";"Ostheim";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"545.00"
"012.010.2008.805.030";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"805";"Ostheim";"30";"Zuzüge über die Stadtgrenze (Aussenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"421.00"
"012.010.2008.805.040";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"805";"Ostheim";"40";"Zuzüge innerhalb der Stadt (Binnenzuzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"571.00"
"012.010.2008.805.050";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"805";"Ostheim";"50";"Umzüge innerhalb des Gebietes";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"306.00"
"012.010.2008.806.010";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"806";"Merheim";"10";"Fortzüge über die Stadtgrenze (Aussenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"403.00"
"012.010.2008.806.020";"012";"Bevölkerungsbewegung";"010";"Aussen- und Binnenwanderung";"2008";"806";"Merheim";"20";"Fortzüge innerhalb der Stadt (Binnenfortzüge)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"465.00"
