"id";"kap_id";"kapitel";"tab_id";"tabelle";"jahr";"raum_id";"raum";"zei_id";"zeile";"quelle";"linktabellenkommentar";"zahl"
"015.010.2009.207.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"207";"Hahnwald";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"114.00"
"015.010.2009.207.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"207";"Hahnwald";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"61.00"
"015.010.2009.208.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"208";"Rodenkirchen";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7913.00"
"015.010.2009.208.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"208";"Rodenkirchen";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3927.00"
"015.010.2009.208.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"208";"Rodenkirchen";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2380.00"
"015.010.2009.208.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"208";"Rodenkirchen";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"891.00"
"015.010.2009.208.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"208";"Rodenkirchen";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"522.00"
"015.010.2009.208.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"208";"Rodenkirchen";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"193.00"
"015.010.2009.209.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"209";"Weiß";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2788.00"
"015.010.2009.209.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"209";"Weiß";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1096.00"
"015.010.2009.209.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"209";"Weiß";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"910.00"
"015.010.2009.209.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"209";"Weiß";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"413.00"
"015.010.2009.209.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"209";"Weiß";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"273.00"
"015.010.2009.209.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"209";"Weiß";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"96.00"
"015.010.2009.210.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"210";"Sürth";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4755.00"
"015.010.2009.210.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"210";"Sürth";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1890.00"
"015.010.2009.210.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"210";"Sürth";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1352.00"
"015.010.2009.210.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"210";"Sürth";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"667.00"
"015.010.2009.210.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"210";"Sürth";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"627.00"
"015.010.2009.210.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"210";"Sürth";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"219.00"
"015.010.2009.211.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"211";"Godorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1075.00"
"015.010.2009.211.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"211";"Godorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"432.00"
"015.010.2009.211.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"211";"Godorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"369.00"
"015.010.2009.211.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"211";"Godorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"136.00"
"015.010.2009.211.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"211";"Godorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"94.00"
"015.010.2009.211.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"211";"Godorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"44.00"
"015.010.2009.212.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"212";"Immendorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"920.00"
"015.010.2009.212.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"212";"Immendorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"330.00"
"015.010.2009.212.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"212";"Immendorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"296.00"
"015.010.2009.212.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"212";"Immendorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"155.00"
"015.010.2009.212.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"212";"Immendorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"98.00"
"015.010.2009.212.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"212";"Immendorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"41.00"
"015.010.2009.213.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"213";"Meschenich";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3210.00"
"015.010.2009.213.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"213";"Meschenich";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1186.00"
"015.010.2009.213.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"213";"Meschenich";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"911.00"
"015.010.2009.213.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"213";"Meschenich";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"456.00"
"015.010.2009.213.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"213";"Meschenich";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"323.00"
"015.010.2009.213.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"213";"Meschenich";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"334.00"
"015.010.2009.301.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"301";"Klettenberg";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5561.00"
"015.010.2009.301.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"301";"Klettenberg";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2956.00"
"015.010.2009.301.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"301";"Klettenberg";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1466.00"
"015.010.2009.301.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"301";"Klettenberg";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"585.00"
"015.010.2009.301.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"301";"Klettenberg";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"419.00"
"015.010.2009.301.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"301";"Klettenberg";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"135.00"
"015.010.2009.302.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"302";"Sülz";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"21583.00"
"015.010.2009.302.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"302";"Sülz";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13190.00"
"015.010.2009.302.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"302";"Sülz";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5335.00"
"015.010.2009.302.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"302";"Sülz";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1736.00"
"015.010.2009.302.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"302";"Sülz";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1016.00"
"015.010.2009.302.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"302";"Sülz";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"306.00"
"015.010.2009.303.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"303";"Lindenthal";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"16797.00"
"015.010.2009.303.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"303";"Lindenthal";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"10179.00"
"015.010.2009.303.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"303";"Lindenthal";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4023.00"
"015.010.2009.303.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"303";"Lindenthal";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1456.00"
"015.010.2009.303.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"303";"Lindenthal";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"830.00"
"015.010.2009.303.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"303";"Lindenthal";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"309.00"
"015.010.2009.304.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"304";"Braunsfeld";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"6003.00"
"015.010.2009.304.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"304";"Braunsfeld";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3438.00"
"015.010.2009.304.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"304";"Braunsfeld";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1590.00"
"015.010.2009.304.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"304";"Braunsfeld";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"535.00"
"015.010.2009.304.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"304";"Braunsfeld";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"346.00"
"015.010.2009.304.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"304";"Braunsfeld";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"94.00"
"015.010.2009.305.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"305";"Müngersdorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3400.00"
"015.010.2009.305.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"305";"Müngersdorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1520.00"
"015.010.2009.305.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"305";"Müngersdorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"989.00"
"015.010.2009.305.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"305";"Müngersdorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"418.00"
"015.010.2009.305.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"305";"Müngersdorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"332.00"
"015.010.2009.305.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"305";"Müngersdorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"141.00"
"015.010.2009.306.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"306";"Junkersdorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"6361.00"
"015.010.2009.306.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"306";"Junkersdorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3074.00"
"015.010.2009.306.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"306";"Junkersdorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1708.00"
"015.010.2009.306.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"306";"Junkersdorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"747.00"
"015.010.2009.306.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"306";"Junkersdorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"615.00"
"015.010.2009.306.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"306";"Junkersdorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"217.00"
"015.010.2009.307.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"307";"Weiden";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"8618.00"
"015.010.2009.307.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"307";"Weiden";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4021.00"
"015.010.2009.307.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"307";"Weiden";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2720.00"
"015.010.2009.307.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"307";"Weiden";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1061.00"
"015.010.2009.307.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"307";"Weiden";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"608.00"
"015.010.2009.307.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"307";"Weiden";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"208.00"
"015.010.2009.308.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"308";"Lövenich";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4102.00"
"015.010.2009.308.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"308";"Lövenich";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1585.00"
"015.010.2009.308.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"308";"Lövenich";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1397.00"
"015.010.2009.308.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"308";"Lövenich";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"588.00"
"015.010.2009.308.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"308";"Lövenich";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"424.00"
"015.010.2009.308.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"308";"Lövenich";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"108.00"
"015.010.2009.309.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"309";"Widdersdorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3229.00"
"015.010.2009.309.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"309";"Widdersdorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1020.00"
"015.010.2009.309.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"309";"Widdersdorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1013.00"
"015.010.2009.309.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"309";"Widdersdorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"556.00"
"015.010.2009.309.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"309";"Widdersdorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"484.00"
"015.010.2009.309.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"309";"Widdersdorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"156.00"
"015.010.2009.401.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"401";"Ehrenfeld";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"21912.00"
"015.010.2009.401.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"401";"Ehrenfeld";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13893.00"
"015.010.2009.401.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"401";"Ehrenfeld";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5010.00"
"015.010.2009.401.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"401";"Ehrenfeld";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1622.00"
"015.010.2009.401.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"401";"Ehrenfeld";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"949.00"
"015.010.2009.401.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"401";"Ehrenfeld";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"438.00"
"015.010.2009.402.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"402";"Neuehrenfeld";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13153.00"
"015.010.2009.402.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"402";"Neuehrenfeld";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7332.00"
"015.010.2009.402.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"402";"Neuehrenfeld";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3414.00"
"015.010.2009.402.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"402";"Neuehrenfeld";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1243.00"
"015.010.2009.402.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"402";"Neuehrenfeld";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"847.00"
"015.010.2009.402.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"402";"Neuehrenfeld";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"317.00"
"015.010.2009.403.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"403";"Bickendorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7920.00"
"015.010.2009.403.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"403";"Bickendorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3492.00"
"015.010.2009.403.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"403";"Bickendorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2297.00"
"015.010.2009.403.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"403";"Bickendorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1013.00"
"015.010.2009.403.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"403";"Bickendorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"741.00"
"015.010.2009.403.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"403";"Bickendorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"377.00"
"015.010.2009.404.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"404";"Vogelsang";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3806.00"
"015.010.2009.404.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"404";"Vogelsang";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1481.00"
"015.010.2009.404.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"404";"Vogelsang";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1216.00"
"015.010.2009.404.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"404";"Vogelsang";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"577.00"
"015.010.2009.404.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"404";"Vogelsang";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"375.00"
"015.010.2009.404.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"404";"Vogelsang";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"157.00"
"015.010.2009.405.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"405";"Bocklemünd/Mengenich";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4646.00"
"015.010.2009.405.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"405";"Bocklemünd/Mengenich";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1756.00"
"015.010.2009.405.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"405";"Bocklemünd/Mengenich";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1442.00"
"015.010.2009.405.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"405";"Bocklemünd/Mengenich";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"684.00"
"015.010.2009.405.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"405";"Bocklemünd/Mengenich";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"487.00"
"015.010.2009.405.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"405";"Bocklemünd/Mengenich";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"277.00"
"015.010.2009.406.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"406";"Ossendorf";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4330.00"
"015.010.2009.406.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"406";"Ossendorf";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1578.00"
"015.010.2009.406.030";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"406";"Ossendorf";"30";" 2 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1180.00"
"015.010.2009.406.040";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"406";"Ossendorf";"40";" 3 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"691.00"
"015.010.2009.406.050";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"406";"Ossendorf";"50";" 4 Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"605.00"
"015.010.2009.406.060";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"406";"Ossendorf";"60";" 5 und mehr Personen";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"276.00"
"015.010.2009.501.010";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"501";"Nippes";"10";"Haushalte in Köln";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"19522.00"
"015.010.2009.501.020";"015";"Haushalte";"010";"Haushalte in Köln";"2009";"501";"Nippes";"20";"davon mit 1 Person";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"11260.00"
